model_id,最长通路,总边数,比例,总节点数
random-005354,7,7,1,8
random-005355,7,7,1,8
random-005356,6,6,1,7
random-005357,7,7,1,8
random-005358,6,6,1,7
random-005359,7,7,1,8
random-005360,7,7,1,8
random-005361,7,7,1,8
random-005362,6,6,1,7
random-005363,9,13,0.692307692,13
random-005364,6,6,1,7
random-005365,7,7,1,8
random-005366,6,6,1,7
random-005367,7,7,1,8
random-005368,7,7,1,8
random-005369,6,9,0.666666667,9
random-005370,7,7,1,8
random-005371,6,6,1,7
random-005372,7,7,1,8
random-005373,7,7,1,8
random-005374,7,7,1,8
random-005375,7,7,1,8
random-005376,6,6,1,7
random-005377,7,7,1,8
random-005378,7,7,1,8
random-005379,6,6,1,7
random-005380,9,13,0.692307692,13
random-005381,7,7,1,8
random-005382,7,7,1,8
random-005383,7,11,0.636363636,11
random-005384,7,7,1,8
random-005385,7,7,1,8
random-005386,7,7,1,8
random-005387,6,6,1,7
random-005388,7,7,1,8
random-005389,6,6,1,7
random-005390,6,6,1,7
random-005391,7,7,1,8
random-005392,6,6,1,7
random-005393,6,6,1,7
random-005394,7,7,1,8
random-005395,7,11,0.636363636,11
random-005396,7,7,1,8
random-005397,7,7,1,8
random-005398,6,6,1,7
random-005399,7,7,1,8
random-005400,6,6,1,7
random-005401,7,11,0.636363636,11
random-005402,6,9,0.666666667,9
random-005403,7,7,1,8
random-005404,7,11,0.636363636,11
random-005405,7,7,1,8
random-005406,6,6,1,7
random-005407,7,7,1,8
random-005408,7,7,1,8
random-005409,7,7,1,8
random-005410,7,7,1,8
random-005411,7,7,1,8
random-005412,7,7,1,8
random-005413,7,7,1,8
random-005414,7,7,1,8
random-005415,7,7,1,8
random-005416,7,11,0.636363636,11
random-005417,7,7,1,8
random-005418,6,6,1,7
random-005419,7,7,1,8
random-005420,7,7,1,8
random-005421,7,11,0.636363636,11
random-005422,7,7,1,8
random-005423,7,7,1,8
random-005424,7,7,1,8
random-005425,6,6,1,7
random-005426,6,6,1,7
random-005427,7,7,1,8
random-005428,6,6,1,7
random-005429,7,11,0.636363636,11
random-005430,6,6,1,7
random-005431,7,7,1,8
random-005432,9,13,0.692307692,13
random-005433,7,11,0.636363636,11
random-005434,7,7,1,8
random-005435,6,6,1,7
random-005436,7,7,1,8
random-005437,6,6,1,7
random-005438,7,7,1,8
random-005439,7,7,1,8
random-005440,7,7,1,8
random-005441,7,7,1,8
random-005442,6,6,1,7
random-005443,7,7,1,8
random-005444,7,7,1,8
random-005445,7,7,1,8
random-005446,6,6,1,7
random-005447,7,7,1,8
random-005448,7,11,0.636363636,11
random-005449,7,7,1,8
random-005450,6,6,1,7
random-005451,6,6,1,7
random-005452,7,7,1,8
random-005453,6,6,1,7
random-005454,9,13,0.692307692,13
random-005455,7,7,1,8
random-005456,6,6,1,7
random-005457,8,12,0.666666667,12
random-005458,6,10,0.6,10
random-005459,7,7,1,8
random-005460,7,7,1,8
random-005461,7,7,1,8
random-005462,6,10,0.6,10
random-005463,5,9,0.555555556,9
random-005464,7,10,0.7,10
random-005465,7,7,1,8
random-005466,7,11,0.636363636,11
random-005467,7,7,1,8
random-005468,6,6,1,7
random-005469,7,7,1,8
random-005470,7,7,1,8
random-005471,7,7,1,8
random-005472,7,7,1,8
random-005473,7,7,1,8
random-005474,6,10,0.6,10
random-005475,7,7,1,8
random-005476,6,6,1,7
random-005477,7,7,1,8
random-005478,6,6,1,7
random-005479,6,6,1,7
random-005480,9,13,0.692307692,13
random-005481,7,7,1,8
random-005482,6,6,1,7
random-005483,7,7,1,8
random-005484,8,12,0.666666667,12
random-005485,6,6,1,7
random-005486,7,7,1,8
random-005487,6,6,1,7
random-005488,8,12,0.666666667,12
random-005489,7,11,0.636363636,11
random-005490,7,7,1,8
random-005491,7,7,1,8
random-005492,7,7,1,8
random-005493,7,7,1,8
random-005494,7,7,1,8
random-005495,9,13,0.692307692,13
random-005496,7,7,1,8
random-005497,7,7,1,8
random-005498,7,7,1,8
random-005499,6,6,1,7
random-005500,9,13,0.692307692,13
random-005501,7,7,1,8
random-005502,7,7,1,8
random-005503,7,7,1,8
random-005504,7,7,1,8
random-005505,7,7,1,8
random-005506,7,7,1,8
random-005507,7,7,1,8
random-005508,7,7,1,8
random-005509,6,6,1,7
random-005510,9,13,0.692307692,13
random-005511,7,7,1,8
random-005512,7,7,1,8
random-005513,7,7,1,8
random-005514,7,7,1,8
random-005515,7,7,1,8
random-005516,9,13,0.692307692,13
random-005517,6,6,1,7
random-005518,6,6,1,7
random-005519,8,12,0.666666667,12
random-005520,6,6,1,7
random-005521,7,7,1,8
random-005522,7,7,1,8
random-005523,7,7,1,8
random-005524,7,7,1,8
random-005525,7,7,1,8
random-005526,7,7,1,8
random-005527,7,7,1,8
random-005528,6,6,1,7
random-005529,7,7,1,8
random-005530,6,6,1,7
random-005531,7,7,1,8
random-005532,6,6,1,7
random-005533,6,6,1,7
random-005534,6,6,1,7
random-005535,6,6,1,7
random-005536,6,6,1,7
random-005537,7,7,1,8
random-005538,7,7,1,8
random-005539,7,7,1,8
random-005540,8,12,0.666666667,12
random-005541,7,7,1,8
random-005542,7,7,1,8
random-005543,7,7,1,8
random-005544,7,7,1,8
random-005545,6,6,1,7
random-005546,6,6,1,7
random-005547,6,6,1,7
random-005548,6,6,1,7
random-005549,7,7,1,8
random-005550,7,7,1,8
random-005551,6,6,1,7
random-005552,7,7,1,8
random-005553,6,6,1,7
random-005554,7,7,1,8
random-005555,6,6,1,7
random-005556,7,11,0.636363636,11
random-005557,7,7,1,8
random-005558,7,7,1,8
random-005559,6,6,1,7
random-005560,6,6,1,7
random-005561,6,6,1,7
random-005562,7,15,0.466666667,14
random-005563,7,7,1,8
random-005564,6,10,0.6,10
random-005565,8,11,0.727272727,11
random-005566,6,6,1,7
random-005567,6,6,1,7
random-005568,6,6,1,7
random-005569,7,11,0.636363636,11
random-005570,6,6,1,7
random-005571,9,13,0.692307692,13
random-005572,7,7,1,8
random-005573,6,6,1,7
random-005574,7,7,1,8
random-005575,6,6,1,7
random-005576,6,6,1,7
random-005577,7,7,1,8
random-005578,7,7,1,8
random-005579,7,7,1,8
random-005580,6,6,1,7
random-005581,7,7,1,8
random-005582,7,7,1,8
random-005583,6,9,0.666666667,9
random-005584,7,7,1,8
random-005585,8,12,0.666666667,12
random-005586,7,7,1,8
random-005587,7,7,1,8
random-005588,6,6,1,7
random-005589,7,7,1,8
random-005590,7,7,1,8
random-005591,7,7,1,8
random-005592,6,6,1,7
random-005593,6,6,1,7
random-005594,7,7,1,8
random-005595,6,10,0.6,10
random-005596,7,7,1,8
random-005597,6,6,1,7
random-005598,7,7,1,8
random-005599,6,6,1,7
random-005600,7,7,1,8
random-005601,6,6,1,7
random-005602,6,6,1,7
random-005603,7,7,1,8
random-005604,6,6,1,7
random-005605,6,6,1,7
random-005606,7,7,1,8
random-005607,7,11,0.636363636,11
random-005608,6,6,1,7
random-005609,7,7,1,8
random-005610,7,7,1,8
random-005611,9,13,0.692307692,13
random-005612,6,6,1,7
random-005613,7,7,1,8
random-005614,6,6,1,7
random-005615,6,6,1,7
random-005616,7,7,1,8
random-005617,7,7,1,8
random-005618,7,7,1,8
random-005619,6,6,1,7
random-005620,8,12,0.666666667,12
random-005621,6,6,1,7
random-005622,7,11,0.636363636,11
random-005623,7,7,1,8
random-005624,6,6,1,7
random-005625,7,7,1,8
random-005626,7,7,1,8
random-005627,6,6,1,7
random-005628,7,11,0.636363636,11
random-005629,7,7,1,8
random-005630,6,6,1,7
random-005631,6,6,1,7
random-005632,6,6,1,7
random-005633,7,7,1,8
random-005634,6,6,1,7
random-005635,7,7,1,8
random-005636,7,7,1,8
random-005637,7,7,1,8
random-005638,7,7,1,8
random-005639,7,7,1,8
random-005640,7,7,1,8
random-005641,7,7,1,8
random-005642,7,7,1,8
random-005643,7,7,1,8
random-005644,7,7,1,8
random-005645,6,6,1,7
random-005646,7,11,0.636363636,11
random-005647,6,9,0.666666667,9
random-005648,7,7,1,8
random-005649,6,6,1,7
random-005650,6,10,0.6,10
random-005651,6,10,0.6,10
random-005652,7,7,1,8
random-005653,6,6,1,7
random-005654,7,7,1,8
random-005655,8,16,0.5,15
random-005656,7,7,1,8
random-005657,6,6,1,7
random-005658,7,7,1,8
random-005659,7,11,0.636363636,11
random-005660,6,6,1,7
random-005661,7,11,0.636363636,11
random-005662,7,7,1,8
random-005663,8,11,0.727272727,11
random-005664,7,11,0.636363636,11
random-005665,6,6,1,7
random-005666,6,6,1,7
random-005667,6,6,1,7
random-005668,8,11,0.727272727,11
random-005669,6,6,1,7
random-005670,7,11,0.636363636,11
random-005671,7,7,1,8
random-005672,6,6,1,7
random-005673,7,7,1,8
random-005674,7,7,1,8
random-005675,7,7,1,8
random-005676,7,7,1,8
random-005677,7,7,1,8
random-005678,7,7,1,8
random-005679,7,7,1,8
random-005680,7,7,1,8
random-005681,6,10,0.6,10
random-005682,6,6,1,7
random-005683,7,7,1,8
random-005684,7,7,1,8
random-005685,6,6,1,7
random-005686,7,7,1,8
random-005687,7,7,1,8
random-005688,9,13,0.692307692,13
random-005689,7,11,0.636363636,11
random-005690,7,7,1,8
random-005691,6,6,1,7
random-005692,6,6,1,7
random-005693,6,6,1,7
random-005694,7,7,1,8
random-005695,6,6,1,7
random-005696,7,7,1,8
random-005697,7,7,1,8
random-005698,7,7,1,8
random-005699,6,6,1,7
random-005700,7,7,1,8
random-005701,7,7,1,8
random-005702,9,13,0.692307692,13
random-005703,6,6,1,7
random-005704,7,11,0.636363636,11
random-005705,6,10,0.6,10
random-005706,7,7,1,8
random-005707,7,7,1,8
random-005708,7,7,1,8
random-005709,7,7,1,8
random-005710,7,7,1,8
random-005711,6,6,1,7
random-005712,7,11,0.636363636,11
random-005713,7,7,1,8
random-005714,6,6,1,7
random-005715,7,11,0.636363636,11
random-005716,6,10,0.6,10
random-005717,6,6,1,7
random-005718,8,11,0.727272727,11
random-005719,9,13,0.692307692,13
random-005720,7,7,1,8
random-005721,6,9,0.666666667,9
random-005722,6,6,1,7
random-005723,7,7,1,8
random-005724,7,7,1,8
random-005725,7,7,1,8
random-005726,6,6,1,7
random-005727,7,7,1,8
random-005728,7,7,1,8
random-005729,7,11,0.636363636,11
random-005730,6,10,0.6,10
random-005731,7,7,1,8
random-005732,6,6,1,7
random-005733,7,7,1,8
random-005734,6,6,1,7
random-005735,7,11,0.636363636,11
random-005736,7,11,0.636363636,11
random-005737,7,7,1,8
random-005738,6,10,0.6,10
random-005739,6,6,1,7
random-005740,6,6,1,7
random-005741,7,7,1,8
random-005742,6,6,1,7
random-005743,6,6,1,7
random-005744,6,6,1,7
random-005745,7,7,1,8
random-005746,7,7,1,8
random-005747,7,7,1,8
random-005748,7,7,1,8
random-005749,7,7,1,8
random-005750,6,6,1,7
random-005751,6,6,1,7
random-005752,7,7,1,8
random-005753,7,7,1,8
random-005754,7,7,1,8
random-005755,6,6,1,7
random-005756,7,7,1,8
random-005757,7,7,1,8
random-005758,7,7,1,8
random-005759,7,7,1,8
random-005760,6,11,0.545454545,11
random-005761,6,6,1,7
random-005762,6,6,1,7
random-005763,9,13,0.692307692,13
random-005764,7,7,1,8
random-005765,6,6,1,7
random-005766,7,7,1,8
random-005767,7,7,1,8
random-005768,7,7,1,8
random-005769,7,7,1,8
random-005770,7,7,1,8
random-005771,7,7,1,8
random-005772,7,7,1,8
random-005773,7,7,1,8
random-005774,7,7,1,8
random-005775,7,7,1,8
random-005776,6,6,1,7
random-005777,7,7,1,8
random-005778,6,6,1,7
random-005779,7,7,1,8
random-005780,7,7,1,8
random-005781,9,13,0.692307692,13
random-005782,6,6,1,7
random-005783,7,7,1,8
random-005784,7,7,1,8
random-005785,7,7,1,8
random-005786,7,7,1,8
random-005787,7,7,1,8
random-005788,7,7,1,8
random-005789,7,7,1,8
random-005790,7,7,1,8
random-005791,7,7,1,8
random-005792,6,6,1,7
random-005793,6,10,0.6,10
random-005794,7,7,1,8
random-005795,7,7,1,8
random-005796,6,10,0.6,10
random-005797,9,13,0.692307692,13
random-005798,7,7,1,8
random-005799,7,7,1,8
random-005800,6,6,1,7
random-005801,7,7,1,8
random-005802,7,7,1,8
random-005803,6,6,1,7
random-005804,7,7,1,8
random-005805,7,7,1,8
random-005806,7,7,1,8
random-005807,7,7,1,8
random-005808,7,7,1,8
random-005809,7,7,1,8
random-005810,7,7,1,8
random-005811,6,6,1,7
random-005812,7,7,1,8
random-005813,7,7,1,8
random-005814,8,12,0.666666667,12
random-005815,6,6,1,7
random-005816,6,6,1,7
random-005817,7,7,1,8
random-005818,7,7,1,8
random-005819,6,6,1,7
random-005820,7,7,1,8
random-005821,7,7,1,8
random-005822,7,7,1,8
random-005823,7,7,1,8
random-005824,7,7,1,8
random-005825,7,7,1,8
random-005826,7,7,1,8
random-005827,6,6,1,7
random-005828,7,7,1,8
random-005829,6,6,1,7
random-005830,6,6,1,7
random-005831,6,6,1,7
random-005832,7,7,1,8
random-005833,7,7,1,8
random-005834,7,7,1,8
random-005835,6,6,1,7
random-005836,7,7,1,8
random-005837,7,7,1,8
random-005838,7,7,1,8
random-005839,7,7,1,8
random-005840,7,11,0.636363636,11
random-005841,7,7,1,8
random-005842,7,7,1,8
random-005843,7,11,0.636363636,11
random-005844,6,6,1,7
random-005845,6,6,1,7
random-005846,6,6,1,7
random-005847,7,7,1,8
random-005848,6,6,1,7
random-005849,6,6,1,7
random-005850,6,6,1,7
random-005851,6,6,1,7
random-005852,6,6,1,7
random-005853,7,7,1,8
random-005854,6,6,1,7
random-005855,6,9,0.666666667,9
random-005856,6,6,1,7
random-005857,7,7,1,8
random-005858,7,7,1,8
random-005859,7,7,1,8
random-005860,7,11,0.636363636,11
random-005861,7,7,1,8
random-005862,7,7,1,8
random-005863,7,7,1,8
random-005864,6,6,1,7
random-005865,6,6,1,7
random-005866,9,13,0.692307692,13
random-005867,7,7,1,8
random-005868,6,6,1,7
random-005869,6,6,1,7
random-005870,6,6,1,7
random-005871,6,6,1,7
random-005872,7,7,1,8
random-005873,7,7,1,8
random-005874,7,7,1,8
random-005875,7,7,1,8
random-005876,7,7,1,8
random-005877,8,12,0.666666667,12
random-005878,7,11,0.636363636,11
random-005879,6,6,1,7
random-005880,6,6,1,7
random-005881,6,6,1,7
random-005882,6,6,1,7
random-005883,7,7,1,8
random-005884,7,7,1,8
random-005885,6,6,1,7
random-005886,6,6,1,7
random-005887,7,7,1,8
random-005888,7,11,0.636363636,11
random-005889,7,11,0.636363636,11
random-005890,7,7,1,8
random-005891,7,11,0.636363636,11
random-005892,7,7,1,8
random-005893,7,11,0.636363636,11
random-005894,6,6,1,7
random-005895,7,10,0.7,10
random-005896,7,7,1,8
random-005897,7,7,1,8
random-005898,6,9,0.666666667,9
random-005899,7,7,1,8
random-005900,6,10,0.6,10
random-005901,6,6,1,7
random-005902,7,7,1,8
random-005903,8,12,0.666666667,12
random-005904,7,7,1,8
random-005905,7,7,1,8
random-005906,6,6,1,7
random-005907,7,7,1,8
random-005908,7,7,1,8
random-005909,6,6,1,7
random-005910,7,7,1,8
random-005911,7,10,0.7,10
random-005912,7,7,1,8
random-005913,7,7,1,8
random-005914,6,6,1,7
random-005915,7,7,1,8
random-005916,7,7,1,8
random-005917,9,13,0.692307692,13
random-005918,7,7,1,8
random-005919,7,7,1,8
random-005920,6,6,1,7
random-005921,8,11,0.727272727,11
random-005922,7,7,1,8
random-005923,6,10,0.6,10
random-005924,8,12,0.666666667,12
random-005925,7,7,1,8
random-005926,7,7,1,8
random-005927,7,7,1,8
random-005928,7,7,1,8
random-005929,7,7,1,8
random-005930,7,7,1,8
random-005931,6,6,1,7
random-005932,7,11,0.636363636,11
random-005933,7,7,1,8
random-005934,6,6,1,7
random-005935,7,7,1,8
random-005936,7,7,1,8
random-005937,6,10,0.6,10
random-005938,6,6,1,7
random-005939,7,7,1,8
random-005940,7,7,1,8
random-005941,7,7,1,8
random-005942,6,6,1,7
random-005943,7,7,1,8
random-005944,7,7,1,8
random-005945,6,6,1,7
random-005946,7,7,1,8
random-005947,7,7,1,8
random-005948,6,6,1,7
random-005949,6,9,0.666666667,9
random-005950,7,7,1,8
random-005951,6,9,0.666666667,9
random-005952,7,7,1,8
random-005953,7,7,1,8
random-005954,7,7,1,8
random-005955,6,6,1,7
random-005956,7,7,1,8
random-005957,7,7,1,8
random-005958,7,7,1,8
random-005959,7,7,1,8
random-005960,7,7,1,8
random-005961,7,7,1,8
random-005962,6,6,1,7
random-005963,7,7,1,8
random-005964,9,13,0.692307692,13
random-005965,7,7,1,8
random-005966,7,7,1,8
random-005967,7,7,1,8
random-005968,6,6,1,7
random-005969,6,10,0.6,10
random-005970,6,6,1,7
random-005971,7,7,1,8
random-005972,6,6,1,7
random-005973,7,7,1,8
random-005974,6,6,1,7
random-005975,6,6,1,7
random-005976,7,7,1,8
random-005977,6,6,1,7
random-005978,6,6,1,7
random-005979,7,7,1,8
random-005980,6,6,1,7
random-005981,6,10,0.6,10
random-005982,7,7,1,8
random-005983,7,7,1,8
random-005984,7,7,1,8
random-005985,7,7,1,8
random-005986,6,6,1,7
random-005987,7,11,0.636363636,11
random-005988,6,10,0.6,10
random-005989,6,6,1,7
random-005990,7,7,1,8
random-005991,6,6,1,7
random-005992,6,6,1,7
random-005993,6,6,1,7
random-005994,6,6,1,7
random-005995,7,7,1,8
random-005996,7,7,1,8
random-005997,7,7,1,8
random-005998,7,7,1,8
random-005999,7,7,1,8
random-006000,7,7,1,8
random-006001,8,12,0.666666667,12
random-006002,7,7,1,8
random-006003,7,7,1,8
random-006004,6,6,1,7
random-006005,7,7,1,8
random-006006,7,7,1,8
random-006007,7,7,1,8
random-006008,6,6,1,7
random-006009,7,7,1,8
random-006010,7,7,1,8
random-006011,7,7,1,8
random-006012,7,7,1,8
random-006013,7,7,1,8
random-006014,9,13,0.692307692,13
random-006015,8,12,0.666666667,12
random-006016,6,6,1,7
random-006017,7,7,1,8
random-006018,7,7,1,8
random-006019,6,6,1,7
random-006020,7,11,0.636363636,11
random-006021,7,7,1,8
random-006022,7,7,1,8
random-006023,6,6,1,7
random-006024,7,7,1,8
random-006025,7,7,1,8
random-006026,7,7,1,8
random-006027,7,7,1,8
random-006028,6,6,1,7
random-006029,7,7,1,8
random-006030,6,6,1,7
random-006031,6,6,1,7
random-006032,7,7,1,8
random-006033,6,6,1,7
random-006034,7,7,1,8
random-006035,7,7,1,8
random-006036,7,7,1,8
random-006037,6,6,1,7
random-006038,7,7,1,8
random-006039,7,7,1,8
random-006040,7,7,1,8
random-006041,7,11,0.636363636,11
random-006042,7,7,1,8
random-006043,7,7,1,8
random-006044,6,6,1,7
random-006045,7,7,1,8
random-006046,7,7,1,8
random-006047,7,7,1,8
random-006048,7,7,1,8
random-006049,7,7,1,8
random-006050,9,13,0.692307692,13
random-006051,7,7,1,8
random-006052,7,11,0.636363636,11
random-006053,7,7,1,8
random-006054,7,7,1,8
random-006055,7,7,1,8
random-006056,6,6,1,7
random-006057,6,6,1,7
random-006058,6,10,0.6,10
random-006059,7,7,1,8
random-006060,7,7,1,8
random-006061,6,6,1,7
random-006062,7,7,1,8
random-006063,7,7,1,8
random-006064,7,7,1,8
random-006065,7,7,1,8
random-006066,7,7,1,8
random-006067,7,7,1,8
random-006068,6,6,1,7
random-006069,7,7,1,8
random-006070,6,6,1,7
random-006071,7,7,1,8
random-006072,7,7,1,8
random-006073,6,6,1,7
random-006074,6,6,1,7
random-006075,7,7,1,8
random-006076,6,6,1,7
random-006077,7,7,1,8
random-006078,7,7,1,8
random-006079,7,7,1,8
random-006080,6,6,1,7
random-006081,7,15,0.466666667,14
random-006082,6,10,0.6,10
random-006083,9,13,0.692307692,13
random-006084,6,10,0.6,10
random-006085,6,6,1,7
random-006086,7,7,1,8
random-006087,7,7,1,8
random-006088,6,6,1,7
random-006089,7,7,1,8
random-006090,7,7,1,8
random-006091,8,11,0.727272727,11
random-006092,6,6,1,7
random-006093,6,6,1,7
random-006094,6,6,1,7
random-006095,7,7,1,8
random-006096,6,6,1,7
random-006097,7,7,1,8
random-006098,7,7,1,8
random-006099,7,7,1,8
random-006100,9,13,0.692307692,13
random-006101,7,7,1,8
random-006102,7,7,1,8
random-006103,7,7,1,8
random-006104,7,7,1,8
random-006105,7,7,1,8
random-006106,7,7,1,8
random-006107,6,6,1,7
random-006108,7,7,1,8
random-006109,7,7,1,8
random-006110,7,7,1,8
random-006111,6,6,1,7
random-006112,6,6,1,7
random-006113,6,6,1,7
random-006114,7,7,1,8
random-006115,6,6,1,7
random-006116,7,7,1,8
random-006117,7,11,0.636363636,11
random-006118,7,7,1,8
random-006119,6,6,1,7
random-006120,7,11,0.636363636,11
random-006121,7,7,1,8
random-006122,7,7,1,8
random-006123,7,7,1,8
random-006124,7,7,1,8
random-006125,6,6,1,7
random-006126,6,6,1,7
random-006127,8,15,0.533333333,14
random-006128,6,6,1,7
random-006129,8,15,0.533333333,14
random-006130,7,7,1,8
random-006131,7,7,1,8
random-006132,6,10,0.6,10
random-006133,7,7,1,8
random-006134,7,7,1,8
random-006135,6,11,0.545454545,11
random-006136,6,6,1,7
random-006137,6,6,1,7
random-006138,7,7,1,8
random-006139,6,6,1,7
random-006140,6,6,1,7
random-006141,7,7,1,8
random-006142,6,6,1,7
random-006143,7,7,1,8
random-006144,7,7,1,8
random-006145,8,12,0.666666667,12
random-006146,7,7,1,8
random-006147,7,7,1,8
random-006148,6,6,1,7
random-006149,6,6,1,7
random-006150,8,15,0.533333333,14
random-006151,8,12,0.666666667,12
random-006152,7,11,0.636363636,11
random-006153,7,7,1,8
random-006154,6,6,1,7
random-006155,7,7,1,8
random-006156,6,6,1,7
random-006157,6,6,1,7
random-006158,6,10,0.6,10
random-006159,6,6,1,7
random-006160,6,6,1,7
random-006161,6,6,1,7
random-006162,7,7,1,8
random-006163,6,6,1,7
random-006164,7,7,1,8
random-006165,6,6,1,7
random-006166,6,6,1,7
random-006167,6,6,1,7
random-006168,7,11,0.636363636,11
random-006169,7,7,1,8
random-006170,6,6,1,7
random-006171,7,7,1,8
random-006172,7,7,1,8
random-006173,7,7,1,8
random-006174,7,7,1,8
random-006175,7,7,1,8
random-006176,7,7,1,8
random-006177,6,6,1,7
random-006178,7,7,1,8
random-006179,6,6,1,7
random-006180,7,7,1,8
random-006181,6,6,1,7
random-006182,6,11,0.545454545,11
random-006183,6,6,1,7
random-006184,7,7,1,8
random-006185,7,7,1,8
random-006186,7,7,1,8
random-006187,7,11,0.636363636,11
random-006188,6,6,1,7
random-006189,7,7,1,8
random-006190,7,11,0.636363636,11
random-006191,7,7,1,8
random-006192,6,6,1,7
random-006193,7,7,1,8
random-006194,7,7,1,8
random-006195,7,7,1,8
random-006196,7,11,0.636363636,11
random-006197,6,6,1,7
random-006198,7,7,1,8
random-006199,7,7,1,8
random-006200,7,7,1,8
random-006201,9,12,0.75,12
random-006202,7,11,0.636363636,11
random-006203,7,7,1,8
random-006204,7,7,1,8
random-006205,6,6,1,7
random-006206,7,11,0.636363636,11
random-006207,6,6,1,7
random-006208,7,7,1,8
random-006209,7,7,1,8
random-006210,6,6,1,7
random-006211,7,7,1,8
random-006212,6,6,1,7
random-006213,6,6,1,7
random-006214,6,6,1,7
random-006215,6,6,1,7
random-006216,6,6,1,7
random-006217,7,7,1,8
random-006218,7,7,1,8
random-006219,6,11,0.545454545,11
random-006220,6,6,1,7
random-006221,7,7,1,8
random-006222,7,7,1,8
random-006223,6,6,1,7
random-006224,7,7,1,8
random-006225,7,11,0.636363636,11
random-006226,7,7,1,8
random-006227,6,6,1,7
random-006228,6,6,1,7
random-006229,6,6,1,7
random-006230,6,6,1,7
random-006231,6,6,1,7
random-006232,9,13,0.692307692,13
random-006233,7,7,1,8
random-006234,9,13,0.692307692,13
random-006235,6,6,1,7
random-006236,7,7,1,8
random-006237,6,6,1,7
random-006238,7,7,1,8
random-006239,7,7,1,8
random-006240,6,6,1,7
random-006241,9,13,0.692307692,13
random-006242,6,6,1,7
random-006243,7,7,1,8
random-006244,7,7,1,8
random-006245,7,7,1,8
random-006246,7,7,1,8
random-006247,6,6,1,7
random-006248,7,7,1,8
random-006249,7,7,1,8
random-006250,7,7,1,8
random-006251,6,6,1,7
random-006252,7,7,1,8
random-006253,6,9,0.666666667,9
random-006254,8,12,0.666666667,12
random-006255,7,7,1,8
random-006256,7,11,0.636363636,11
random-006257,7,11,0.636363636,11
random-006258,6,6,1,7
random-006259,6,6,1,7
random-006260,7,7,1,8
random-006261,7,7,1,8
random-006262,7,7,1,8
random-006263,7,7,1,8
random-006264,7,7,1,8
random-006265,7,7,1,8
random-006266,7,7,1,8
random-006267,7,7,1,8
random-006268,7,7,1,8
random-006269,7,11,0.636363636,11
random-006270,7,7,1,8
random-006271,9,13,0.692307692,13
random-006272,7,7,1,8
random-006273,7,7,1,8
random-006274,7,7,1,8
random-006275,6,9,0.666666667,9
random-006276,6,6,1,7
random-006277,7,7,1,8
random-006278,7,7,1,8
random-006279,6,6,1,7
random-006280,6,6,1,7
random-006281,6,6,1,7
random-006282,6,6,1,7
random-006283,6,6,1,7
random-006284,6,10,0.6,10
random-006285,6,6,1,7
random-006286,6,6,1,7
random-006287,7,7,1,8
random-006288,7,7,1,8
random-006289,6,6,1,7
random-006290,7,7,1,8
random-006291,6,6,1,7
random-006292,7,7,1,8
random-006293,6,6,1,7
random-006294,7,11,0.636363636,11
random-006295,6,6,1,7
random-006296,6,6,1,7
random-006297,8,12,0.666666667,12
random-006298,7,7,1,8
random-006299,6,6,1,7
random-006300,6,6,1,7
random-006301,7,7,1,8
random-006302,6,6,1,7
random-006303,6,11,0.545454545,11
random-006304,7,11,0.636363636,11
random-006305,7,7,1,8
random-006306,6,9,0.666666667,9
random-006307,8,12,0.666666667,12
random-006308,7,7,1,8
random-006309,7,7,1,8
random-006310,7,7,1,8
random-006311,7,7,1,8
random-006312,7,7,1,8
random-006313,6,6,1,7
random-006314,6,6,1,7
random-006315,7,7,1,8
random-006316,6,6,1,7
random-006317,6,6,1,7
random-006318,8,12,0.666666667,12
random-006319,6,6,1,7
random-006320,7,11,0.636363636,11
random-006321,7,7,1,8
random-006322,7,7,1,8
random-006323,7,7,1,8
random-006324,6,6,1,7
random-006325,6,6,1,7
random-006326,6,6,1,7
random-006327,7,11,0.636363636,11
random-006328,7,7,1,8
random-006329,6,6,1,7
random-006330,7,7,1,8
random-006331,6,9,0.666666667,9
random-006332,6,6,1,7
random-006333,8,12,0.666666667,12
random-006334,7,7,1,8
random-006335,7,7,1,8
random-006336,7,7,1,8
random-006337,7,7,1,8
random-006338,7,7,1,8
random-006339,6,6,1,7
random-006340,6,6,1,7
random-006341,6,11,0.545454545,11
random-006342,6,6,1,7
random-006343,7,7,1,8
random-006344,7,7,1,8
random-006345,7,7,1,8
random-006346,7,7,1,8
random-006347,6,6,1,7
random-006348,6,6,1,7
random-006349,7,7,1,8
random-006350,7,7,1,8
random-006351,7,7,1,8
random-006352,9,13,0.692307692,13
random-006353,6,10,0.6,10
random-006354,7,7,1,8
random-006355,6,6,1,7
random-006356,6,9,0.666666667,9
random-006357,6,11,0.545454545,11
random-006358,7,7,1,8
random-006359,7,7,1,8
random-006360,7,7,1,8
random-006361,6,6,1,7
random-006362,6,6,1,7
random-006363,6,6,1,7
random-006364,7,7,1,8
random-006365,7,7,1,8
random-006366,7,7,1,8
random-006367,6,6,1,7
random-006368,7,7,1,8
random-006369,6,6,1,7
random-006370,7,7,1,8
random-006371,6,6,1,7
random-006372,7,11,0.636363636,11
random-006373,7,11,0.636363636,11
random-006374,6,6,1,7
random-006375,7,7,1,8
random-006376,7,7,1,8
random-006377,6,6,1,7
random-006378,7,7,1,8
random-006379,8,12,0.666666667,12
